name,operator_name,category,payment_prior,recommendation_text,passenger_capacity,luxury_star_rating,crew_number,ice_class,speed,year_refurbished,year_built,length,width,tonnage,registry,engines,outlets
Ms Expedition,G Adventures,Expedition,95,,,,,,,,,,,,,,
